Variety,Growernr_seeduser,Growernr_seedproducer,Year,Sensitivity,Ares,Mah,DefH,dk,GPS_coord,strains_1,strains_2,strains_3,strains_4,strains_5,strains_6,strains_7,strains_8,strains_9
HZ_75,Grower_72,Grower_17,2021,Tolerant,3.9,E,E,0,239667-602234,0,0,0,0,0,0,0,0,0
HZ_5,Grower_272,Grower_33,2022,Susceptible,2.0,SE,SE,0,090261-397479,0,0,1,0,0,0,0,0,0
HZ_20,Grower_117,Grower_40,2023,Tolerant,0.85,SE,SE,0,171656-589490,0,0,1,0,0,0,0,0,0
HZ_17,Grower_236,Grower_83,2022,Susceptible,4.5,E,E,0,136848-521281,0,0,8,4,8,4,0,6,0
HZ_5,Grower_168,Grower_86,2021,Susceptible,3.79,SE,SE,0,189104-530531,0,0,0,0,0,0,0,0,0
HZ_4,Grower_270,Grower_49,2023,Verysusceptible,2.89,SE,AF,1,086079-403834,0,0,0,0,0,0,0,0,0
HZ_3,Grower_15,Grower_113,2020,Tolerant,1.42,SE,A,0,241140-606780,0,0,3,0,1,0,0,0,0
HZ_17,Grower_77,Grower_99,2020,Susceptible,0.76,SE,SE,0,205847-600385,0,0,0,0,0,0,0,0,0
HZ_22,Grower_275,Grower_115,2022,Tolerant,2.5,SE,SE,0,078366-403129,0,0,8,1,4,0,1,8,0
HZ_37,Grower_97,Grower_205,2019,Tolerant,0.1,PB2,-,0,188255-599107,0,0,0,0,0,0,0,0,0
HZ_3,Grower_77,Grower_65,2020,Tolerant,1.66,SE,SE,0,205577-600378,0,0,3,0,1,0,0,0,0
HZ_24,Grower_32,Grower_24,2023,Tolerant,0.48,SE,-,0,242655-601958,0,0,0,0,0,0,0,0,0
HZ_5,Grower_108,Grower_92,2022,Susceptible,1.8,E,E,0,181615-582872,0,0,1,1,0,0,0,1,0
HZ_20,Grower_114,Grower_40,2023,Tolerant,1.45,SE,SE,0,170168-590094,0,0,1,0,0,0,0,0,0
HZ_5,Grower_249,Grower_90,2019,Susceptible,1.2,SE,SE,0,050952-366045,0,0,0,0,0,0,0,0,0
HZ_3,Grower_121,Grower_58,2021,Tolerant,0.9,SE,SE,0,172657-580086,0,0,4,0,1,0,0,0,0
HZ_3,Grower_89,Grower_53,2023,Tolerant,0.1,SE,SE,0,196716-601489,0,0,2,0,0,0,0,3,0
HZ_3,Grower_168,Grower_48,2023,Tolerant,1.45,SE,SE,0,178984-529671,0,0,1,0,0,0,0,0,0
HZ_72,Grower_398,Grower_151,2019,Tolerant,0.45,S,SE,0,170704-527026,0,0,0,0,0,0,0,0,0
HZ_3,Grower_184,Grower_104,2021,Tolerant,1.5,SE,E,0,191543-525012,0,0,0,0,0,0,0,1,0
HZ_12,Grower_15,Grower_125,2021,Susceptible,0.92,SE,SE,0,238977-603647,0,0,7,5,6,0,3,2,0
HZ_37,Grower_203,Grower_92,2023,Tolerant,0.94,SE,E,0,235633-436600,0,0,4,0,0,0,0,0,0
HZ_11,Grower_5,Grower_102,2021,Tolerant,2.23,SE,SE,0,249710-601796,0,0,2,0,1,0,0,0,0
HZ_61,Grower_268,Grower_44,2021,Susceptible,1.9,SE,SE,0,067127-400098,0,0,2,0,1,0,0,1,0
HZ_17,Grower_204,Grower_52,2022,Susceptible,0.5,PB4,PB4,0,117635-564322,0,0,3,0,1,0,0,2,0
HZ_35,Grower_143,Grower_40,2023,Tolerant,1.23,SE,A,0,179294-527241,0,0,5,4,4,0,0,1,0
HZ_3,Grower_393,Grower_82,2021,Tolerant,0.8,SE,SE,0,191803-523917,0,0,0,0,0,0,0,0,0
HZ_39,Grower_206,Grower_36,2023,Tolerant,0.85,E,E,0,115117-567262,0,0,0,0,0,0,0,0,0
HZ_24,Grower_77,Grower_81,2020,Tolerant,0.92,SE,SE,0,205577-600378,0,0,0,0,0,0,0,0,0
HZ_3,Grower_63,Grower_33,2019,Tolerant,1.07,SE,SE,0,228087-597971,0,0,7,1,3,0,1,0,0
HZ_20,Grower_291,Grower_2,2021,Tolerant,3.26,SE,E,0,239057-599249,0,0,6,3,4,0,5,0,0
HZ_32,Grower_342,Grower_44,2021,Susceptible,1.18,SE,SE,0,187337-517433,0,0,1,0,0,0,0,0,0
HZ_3,Grower_160,Grower_32,2021,Tolerant,0.5,E,E,0,183326-496172,0,0,5,0,2,0,0,5,0
HZ_29,Grower_36,Grower_2,2020,Tolerant,1.8,E,E,0,246239-608568,0,0,0,0,0,0,0,0,0
HZ_12,Grower_218,Grower_36,2019,Susceptible,0.79,SE,SE,0,117379-538274,0,0,8,7,4,0,4,0,0
HZ_2,Grower_275,Grower_6,2023,Tolerant,2.4,SE,E,0,078286-402972,0,0,0,0,0,0,0,0,0
HZ_12,Grower_343,Grower_95,2022,Susceptible,2.55,SE,SE,0,183930-525629,0,0,6,5,6,3,2,6,1
HZ_39,Grower_87,Grower_42,2021,Tolerant,1.4,SE,SE,0,200072-600023,0,0,1,0,0,0,0,0,0
HZ_3,Grower_17,Grower_113,2019,Tolerant,1.8,SE,SE,0,242214-603309,0,0,0,0,0,0,0,0,0
HZ_56,Grower_181,Grower_49,2023,Susceptible,2.8,S,A,0,179561-529864,0,0,0,0,0,0,0,0,0
HZ_30,Grower_220,Grower_75,2023,Verysusceptible,0.53,SE,SE,0,129575-543600,0,0,6,1,1,0,0,2,0
HZ_3,Grower_137,Grower_66,2019,Tolerant,0.9,SE,SE,0,166511-579744,0,0,3,1,1,0,0,0,0
HZ_18,Grower_11,Grower_5,2021,Tolerant,1.11,SE,SE,0,251037-600593,0,0,2,0,1,1,0,2,0
HZ_58,Grower_311,Grower_17,2020,Susceptible,1.43,SE,SE,0,214707-589435,0,0,8,5,2,0,0,0,0
HZ_3,Grower_205,Grower_65,2022,Tolerant,1.5,E,E,0,118250-565763,0,0,3,0,1,0,0,5,0
HZ_8,Grower_161,Grower_82,2021,Tolerant,1.8,SE,SE,0,175598-508464,0,0,0,0,0,0,0,0,0
HZ_22,Grower_150,Grower_88,2023,Tolerant,1.0,SE,SE,0,176736-531080,0,0,0,0,0,0,0,0,0
HZ_3,Grower_321,Grower_68,2021,Tolerant,4.48,SE,A,1,237393-601985,0,0,4,1,1,0,0,1,0
HZ_43,Grower_124,Grower_61,2021,Tolerant,1.0,E,AF,1,158481-567404,0,0,2,0,1,0,0,0,0
HZ_3,Grower_217,Grower_50,2021,Tolerant,1.3,SE,SE,0,118844-541506,0,0,6,3,4,0,0,1,0
HZ_20,Grower_117,Grower_40,2019,Tolerant,2.75,E,E,0,172107-589924,0,0,8,6,6,0,2,0,0
HZ_5,Grower_236,Grower_42,2021,Susceptible,0.3,E,E,0,134885-522874,0,0,3,0,1,0,0,1,0
HZ_22,Grower_275,Grower_88,2020,Tolerant,1.05,SE,SE,0,076601-400999,0,0,3,0,1,0,0,0,0
HZ_20,Grower_279,Grower_90,2022,Tolerant,1.95,SE,SE,0,083263-399336,0,0,1,1,0,0,0,0,0
HZ_3,Grower_114,Grower_40,2023,Tolerant,1.3,E,E,0,171101-589388,0,0,4,0,1,0,0,1,0
HZ_4,Grower_267,Grower_89,2020,Verysusceptible,1.92,SE,E,0,094407-424051,0,0,0,0,0,0,0,0,0
HZ_19,Grower_283,Grower_22,2020,Verysusceptible,2.1,SE,A,0,173211-426186,0,0,4,4,2,0,0,0,0
HZ_32,Grower_186,Grower_44,2020,Susceptible,1.8,E,E,0,173154-515562,0,0,0,0,0,0,0,0,0
HZ_20,Grower_105,Grower_83,2020,Tolerant,1.1,SE,SE,0,117557-566203,0,0,4,0,1,0,0,0,0
HZ_19,Grower_261,Grower_24,2019,Verysusceptible,1.6,SE,A,0,057845-413238,0,0,8,8,5,0,0,0,0
HZ_46,Grower_195,Grower_3,2019,Susceptible,1.0,SE,A,0,117964-562049,0,0,3,0,1,0,0,0,0
HZ_17,Grower_151,Grower_47,2023,Susceptible,1.71,SE,E,0,186511-531757,0,0,3,0,2,1,0,1,0
HZ_3,Grower_294,Grower_49,2021,Tolerant,1.89,SE,SE,0,238504-605316,0,0,4,2,2,0,0,4,0
HZ_47,Grower_281,Grower_44,2022,Verysusceptible,1.0,SE,A,0,076921-395371,0,0,6,4,1,0,0,0,0
HZ_4,Grower_37,Grower_132,2019,Verysusceptible,0.56,SE,SE,0,246674-605626,0,0,8,6,6,1,0,0,0
HZ_20,Grower_153,Grower_71,2019,Tolerant,0.6,SE,SE,0,174567-536811,0,0,4,3,2,0,0,0,0
HZ_23,Grower_176,Grower_36,2021,Verysusceptible,1.92,SE,E,1,182098-530759,0,0,6,6,1,0,3,6,0
HZ_3,Grower_125,Grower_32,2021,Tolerant,0.47,PB4,-,0,160678-578460,0,0,5,0,2,0,0,5,0
HZ_3,Grower_89,Grower_53,2023,Tolerant,1.1,SE,SE,0,196716-601489,0,0,2,0,0,0,0,3,0
HZ_17,Grower_89,Grower_65,2021,Susceptible,3.7,SE,SE,0,195039-600576,0,0,7,1,3,0,1,6,0
HZ_51,Grower_248,Grower_55,2021,Susceptible,2.12,SE,E,1,060312-372494,0,0,8,4,6,0,1,5,0
HZ_12,Grower_31,Grower_117,2022,Susceptible,4.0,SE,SE,0,250711-606145,0,0,0,0,0,0,0,0,0
HZ_16,Grower_161,Grower_1,2023,Susceptible,1.95,SE,SE,0,175646-507784,0,0,3,0,2,0,0,0,0
HZ_43,Grower_104,Grower_18,2019,Tolerant,3.01,E,E,0,179710-592392,0,0,1,1,0,0,0,0,0
HZ_64,Grower_321,Grower_118,2020,Tolerant,1.56,SE,A,0,245748-609258,0,0,0,0,0,0,0,0,0
HZ_3,Grower_18,Grower_49,2019,Tolerant,0.91,SE,SE,0,232397-602268,0,0,2,2,0,0,0,0,0
HZ_3,Grower_256,Grower_82,2021,Tolerant,0.95,SE,SE,0,178225-532603,0,0,2,0,1,0,0,0,0
HZ_46,Grower_182,Grower_75,2022,Susceptible,0.6,E,E,0,189810-530400,0,0,8,5,0,1,8,8,0
HZ_24,Grower_238,Grower_24,2020,Tolerant,1.8,SE,A,0,058143-363278,0,0,1,1,0,0,0,0,0
HZ_20,Grower_408,Grower_112,2020,Tolerant,0.9,SE,SE,0,246495-598543,0,0,8,2,3,0,2,0,0
HZ_49,Grower_154,Grower_133,2019,Susceptible,0.57,SE,SE,0,171010-532020,0,0,1,0,0,0,0,0,0
HZ_3,Grower_91,Grower_65,2023,Tolerant,0.89,SE,-,0,197792-599646,0,0,1,0,0,0,0,0,0
HZ_12,Grower_173,Grower_105,2022,Susceptible,0.95,SE,A,1,191043-516416,0,0,6,1,2,2,1,7,0
HZ_5,Grower_154,Grower_86,2020,Susceptible,0.45,SE,E,0,171704-533175,0,0,0,0,0,0,0,0,0
HZ_3,Grower_85,Grower_63,2023,Tolerant,0.92,SE,A,0,214440-594107,0,0,0,0,0,0,0,0,0
HZ_24,Grower_203,Grower_40,2020,Tolerant,3.37,SE,E,0,230208-431902,0,0,4,1,1,0,0,0,0
HZ_2,Grower_282,Grower_6,2021,Tolerant,2.56,SE,SE,0,230034-433404,0,0,3,1,1,0,0,1,0
HZ_20,Grower_288,Grower_82,2020,Tolerant,0.84,E,E,0,254010-600590,0,0,1,0,0,1,0,0,0
HZ_39,Grower_293,Grower_36,2019,Tolerant,1.85,SE,SE,0,234184-605623,0,0,6,1,2,0,2,0,0
HZ_4,Grower_250,Grower_64,2019,Verysusceptible,2.15,SE,A,1,018166-372007,0,0,7,4,4,1,1,0,0
HZ_3,Grower_360,Grower_47,2020,Tolerant,0.6,E,E,0,270116-573663,0,0,0,0,0,0,0,0,0
HZ_36,Grower_119,Grower_11,2022,Tolerant,1.2,SE,SE,0,176638-581613,0,0,2,1,0,0,0,4,1
HZ_12,Grower_173,Grower_105,2022,Susceptible,2.2,SE,A,1,183356-522551,0,0,6,1,2,2,1,7,0
HZ_15,Grower_275,Grower_21,2023,Verysusceptible,0.15,SE,A,0,087187-399536,0,0,5,0,4,0,0,0,0
HZ_13,Grower_7,Grower_176,2020,Tolerant,1.2,SE,A,1,264086-590158,7,0,8,1,3,0,1,0,0
HZ_17,Grower_114,Grower_47,2021,Susceptible,1.65,SE,SE,0,170882-588918,0,0,5,0,2,0,1,4,0
HZ_42,Grower_277,Grower_66,2023,Verysusceptible,2.5,SE,SE,0,075475-392487,0,0,8,2,6,0,0,3,1
HZ_3,Grower_12,Grower_12,2019,Tolerant,1.0,SE,E,0,253952-599100,0,0,3,1,1,0,0,0,0
HZ_3,Grower_185,Grower_138,2022,Tolerant,1.24,E,E,0,176802-521226,0,0,0,0,0,0,0,0,0
HZ_3,Grower_161,Grower_66,2020,Tolerant,0.41,E,E,0,175553-507464,0,0,0,0,0,0,0,0,0
HZ_40,Grower_123,Grower_65,2023,Tolerant,1.0,SE,SE,0,170690-587608,0,0,0,0,0,0,0,0,0
HZ_30,Grower_213,Grower_81,2023,Verysusceptible,0.2,PB4,PB4,0,134622-542880,0,0,7,2,4,0,0,4,0
HZ_21,Grower_12,Grower_11,2020,Verysusceptible,0.8,SE,SE,0,254439-598953,0,0,5,4,3,0,1,0,0
HZ_27,Grower_275,Grower_2,2019,Tolerant,3.0,SE,A,0,089515-397814,0,0,3,0,1,0,1,0,0
HZ_30,Grower_105,Grower_81,2023,Verysusceptible,1.9,SE,E,0,121764-571874,0,0,7,2,4,0,0,4,0
HZ_17,Grower_89,Grower_19,2019,Susceptible,2.2,SE,A,0,195019-600827,0,0,8,8,5,1,0,0,0
HZ_58,Grower_201,Grower_93,2022,Susceptible,2.0,SE,SE,0,089319-402841,0,0,6,2,4,0,0,2,0
HZ_17,Grower_99,Grower_47,2021,Susceptible,0.3,E,E,0,193770-598572,0,0,5,0,2,0,1,4,0
HZ_61,Grower_374,Grower_44,2020,Susceptible,1.1,SE,E,0,103682-470737,0,0,6,0,2,0,0,0,0
HZ_3,Grower_214,Grower_83,2022,Tolerant,0.37,SE,-,0,130670-543967,0,0,1,0,1,0,0,3,0
HZ_20,Grower_392,Grower_82,2020,Tolerant,1.74,SE,SE,0,173817-520081,0,0,0,0,0,0,0,0,0
HZ_17,Grower_205,Grower_42,2019,Susceptible,1.1,SE,SE,0,113125-561758,0,0,8,1,3,0,0,0,0
HZ_20,Grower_91,Grower_32,2021,Tolerant,1.53,SE,SE,0,197119-600340,0,0,6,3,4,0,0,1,1
HZ_3,Grower_35,Grower_163,2020,Tolerant,3.2,E,E,0,245635-606196,0,0,6,0,2,0,0,0,0
HZ_43,Grower_324,Grower_76,2019,Tolerant,0.6,E,A,0,190037-599508,0,0,8,6,6,0,0,0,0
HZ_80,Grower_71,Grower_58,2019,Verysusceptible,1.7,SE,SE,0,228749-602715,0,0,0,0,0,0,0,0,0
HZ_38,Grower_122,Grower_4,2020,Tolerant,1.22,SE,-,0,174677-590593,0,0,0,0,0,0,0,0,0
HZ_3,Grower_18,Grower_50,2022,Tolerant,0.86,PB4,PB4,0,232404-602699,0,0,7,2,2,1,0,5,0
HZ_14,Grower_102,Grower_74,2019,Susceptible,1.85,PB2,PB2,0,183637-593312,0,0,0,0,0,0,0,0,0
HZ_10,Grower_259,Grower_17,2021,Tolerant,2.1,SE,E,0,051074-361844,0,0,0,0,0,0,0,2,0
HZ_72,Grower_155,Grower_151,2019,Tolerant,1.8,SE,A,0,173069-524382,0,0,0,0,0,0,0,0,0
HZ_4,Grower_241,Grower_1,2023,Verysusceptible,1.4,SE,SE,0,017612-373595,0,0,0,0,0,0,0,0,0
HZ_20,Grower_84,Grower_116,2021,Tolerant,2.5,SE,SE,0,196158-598623,0,0,4,1,1,0,0,1,1
HZ_17,Grower_91,Grower_42,2022,Susceptible,1.92,SE,-,0,196076-599173,0,0,2,1,1,1,1,2,0
HZ_12,Grower_211,Grower_67,2022,Susceptible,1.34,SE,SE,0,131414-543050,0,0,0,0,0,0,0,1,0
HZ_39,Grower_130,Grower_133,2020,Tolerant,2.0,SE,A,0,166947-582622,0,0,1,0,0,0,0,0,0
HZ_4,Grower_91,Grower_52,2022,Verysusceptible,2.21,SE,SE,0,197698-598103,0,0,4,0,1,0,0,0,0
HZ_46,Grower_187,Grower_75,2023,Susceptible,1.07,SE,E,1,063048-373113,0,0,0,0,0,0,0,0,0
HZ_4,Grower_175,Grower_82,2021,Verysusceptible,2.0,SE,SE,0,189538-518989,0,0,4,2,2,0,0,0,0
HZ_35,Grower_209,Grower_51,2021,Tolerant,3.3,SE,SE,0,132050-543846,0,0,8,7,4,0,8,7,0
HZ_17,Grower_175,Grower_93,2020,Susceptible,2.15,SE,SE,0,171976-520678,0,0,1,1,0,0,0,0,0
HZ_17,Grower_106,Grower_68,2020,Susceptible,0.76,SE,A,1,129419-533364,0,0,8,7,4,0,0,0,0
HZ_31,Grower_87,Grower_113,2020,Tolerant,2.0,SE,SE,0,204796-592650,0,0,0,0,0,0,0,0,0
HZ_54,Grower_152,Grower_18,2023,Verysusceptible,1.65,SE,E,0,174108-533242,0,0,0,0,0,0,0,0,0
HZ_4,Grower_284,Grower_52,2022,Verysusceptible,4.3,SE,E,0,085957-401396,0,0,1,0,0,0,0,0,0
HZ_39,Grower_100,Grower_90,2022,Tolerant,1.0,SE,SE,0,178295-587693,0,0,1,0,1,1,0,2,0
HZ_8,Grower_11,Grower_114,2019,Tolerant,1.06,SE,A,0,250922-599766,0,0,2,0,1,0,0,0,0
HZ_33,Grower_143,Grower_40,2022,Tolerant,1.95,SE,E,1,177785-519718,0,0,0,0,0,0,0,2,0
HZ_43,Grower_114,Grower_18,2021,Tolerant,0.95,SE,SE,0,170882-588918,0,0,1,0,0,0,1,3,0
HZ_24,Grower_283,Grower_81,2020,Tolerant,1.6,SE,E,0,172137-426269,0,0,0,0,0,0,0,0,0
HZ_54,Grower_345,Grower_1,2021,Verysusceptible,0.8,SE,A,1,186270-527840,0,0,7,6,4,0,3,7,0
HZ_3,Grower_70,Grower_50,2022,Tolerant,0.95,SE,-,0,226503-595593,0,0,7,2,2,1,0,5,0
HZ_5,Grower_244,Grower_90,2021,Susceptible,2.3,SE,A,1,048033-368081,0,0,2,3,0,0,0,2,0
HZ_43,Grower_99,Grower_110,2021,Tolerant,1.1,PB4,PB4,0,193917-598397,0,0,7,1,3,0,0,1,1
HZ_64,Grower_321,Grower_118,2020,Tolerant,1.56,SE,A,0,245748-609258,0,0,0,0,0,0,0,0,0
HZ_13,Grower_406,Grower_153,2019,Tolerant,1.15,SE,A,0,276107-583562,0,0,1,1,0,0,0,0,0
HZ_12,Grower_67,Grower_45,2019,Susceptible,2.31,SE,A,0,234282-599089,0,0,3,0,1,0,0,0,0
HZ_3,Grower_74,Grower_1,2021,Tolerant,1.36,E,E,0,227852-595159,0,0,5,2,2,0,0,5,1
HZ_20,Grower_89,Grower_28,2023,Tolerant,4.1,SE,SE,0,194101-600456,0,0,2,1,1,0,0,2,0
HZ_3,Grower_67,Grower_1,2023,Tolerant,0.36,SE,A,0,233579-599527,0,0,1,0,0,0,0,0,0
HZ_75,Grower_72,Grower_17,2019,Tolerant,0.75,SE,A,0,223500-597970,0,0,7,1,3,0,0,0,0
HZ_80,Grower_332,Grower_37,2019,Verysusceptible,0.4,SE,-,0,178690-592322,0,0,1,1,0,0,0,0,0
HZ_2,Grower_91,Grower_2,2023,Tolerant,0.76,SE,-,0,198202-598710,0,0,4,0,1,0,0,0,0
HZ_21,Grower_168,Grower_89,2020,Verysusceptible,3.2,SE,SE,0,191373-528573,0,0,0,0,0,0,0,0,0
HZ_20,Grower_203,Grower_76,2019,Tolerant,1.81,SE,E,0,230419-435547,0,0,8,1,3,0,0,0,0
HZ_3,Grower_122,Grower_40,2019,Tolerant,0.82,SE,SE,0,175689-589669,0,0,0,0,0,0,0,0,0
HZ_3,Grower_121,Grower_75,2020,Tolerant,1.05,SE,SE,0,172500-579917,0,0,1,0,0,0,0,0,0
HZ_21,Grower_256,Grower_151,2021,Verysusceptible,0.38,SE,E,0,178525-532575,0,0,2,0,1,0,0,0,0
HZ_35,Grower_279,Grower_40,2020,Tolerant,2.65,SE,A,0,084480-397621,0,0,8,8,5,0,8,0,0
HZ_16,Grower_206,Grower_32,2021,Susceptible,1.9,E,E,0,114592-568474,0,0,5,4,3,0,0,2,0
HZ_4,Grower_356,Grower_1,2020,Verysusceptible,2.6,SE,A,1,100796-476408,0,0,6,2,2,0,3,0,0
HZ_4,Grower_10,Grower_9,2021,Verysusceptible,1.56,E,E,0,262062-584654,0,0,5,1,2,0,0,4,0
HZ_37,Grower_203,Grower_59,2020,Tolerant,1.87,SE,A,0,236027-441530,0,0,0,0,0,0,0,0,0
HZ_19,Grower_11,Grower_24,2023,Verysusceptible,0.71,SE,SE,0,251126-601056,0,0,3,3,0,0,0,3,0
HZ_17,Grower_60,Grower_58,2023,Susceptible,1.85,SE,E,1,173524-516636,0,0,0,0,0,0,0,0,0
HZ_20,Grower_209,Grower_83,2020,Tolerant,0.4,SE,SE,0,132435-534926,0,0,3,1,1,0,0,0,0
HZ_39,Grower_87,Grower_61,2021,Tolerant,0.5,SE,E,1,204068-591923,0,0,0,0,0,0,0,0,0
HZ_2,Grower_154,Grower_81,2019,Tolerant,0.54,SE,SE,0,171331-532579,0,0,0,0,0,0,0,0,0
HZ_20,Grower_41,Grower_82,2019,Tolerant,0.32,SE,SE,0,245689-598230,0,0,1,1,0,0,0,0,0
HZ_8,Grower_27,Grower_48,2020,Tolerant,3.8,E,E,0,242403-605286,0,0,2,1,1,0,0,0,0
HZ_11,Grower_139,Grower_102,2021,Tolerant,1.3,SE,SE,0,161825-583201,0,0,2,0,1,0,0,0,0
HZ_3,Grower_365,Grower_150,2021,Tolerant,1.0,SE,SE,0,244752-601263,0,0,3,1,1,0,0,6,1
HZ_12,Grower_176,Grower_95,2021,Susceptible,0.56,SE,SE,0,178536-531089,0,0,5,4,3,2,0,6,0
HZ_20,Grower_429,Grower_83,2019,Tolerant,1.0,SE,A,0,118664-525585,0,0,8,3,4,0,0,0,0
HZ_3,Grower_168,Grower_65,2021,Tolerant,2.02,SE,SE,0,187909-531519,0,0,0,0,0,0,0,0,0
HZ_19,Grower_283,Grower_24,2021,Verysusceptible,2.23,SE,SE,0,173594-426034,0,0,2,0,1,0,0,1,1
HZ_49,Grower_161,Grower_41,2023,Susceptible,2.16,SE,E,0,160051-490945,0,0,0,0,0,0,0,0,0
HZ_3,Grower_346,Grower_94,2019,Tolerant,3.75,SE,SE,0,179207-552073,0,0,1,1,0,0,0,0,0
HZ_3,Grower_392,Grower_104,2020,Tolerant,0.87,SE,E,0,173817-520081,0,0,0,0,0,0,0,0,0
HZ_40,Grower_339,Grower_65,2021,Tolerant,0.28,PB3,-,0,209683-592998,0,0,3,2,1,0,0,0,0
HZ_17,Grower_106,Grower_133,2019,Susceptible,1.13,SE,SE,0,129654-532998,0,0,8,7,4,0,4,0,0
HZ_12,Grower_253,Grower_67,2022,Susceptible,0.75,SE,E,0,055180-408344,0,0,0,0,0,0,0,1,0
HZ_37,Grower_203,Grower_59,2021,Tolerant,2.07,SE,E,0,231967-436014,0,0,0,0,0,0,0,0,0
HZ_3,Grower_108,Grower_1,2020,Tolerant,1.9,E,A,0,181129-584806,0,0,1,0,0,0,0,0,0
HZ_20,Grower_34,Grower_82,2020,Tolerant,0.85,SE,E,0,245268-606874,0,0,1,0,0,1,0,0,0
HZ_29,Grower_105,Grower_83,2019,Tolerant,0.8,PB3,A,0,121765-572161,0,0,1,1,0,0,0,0,0
HZ_20,Grower_328,Grower_68,2021,Tolerant,0.6,PB4,PB4,0,187356-596733,0,0,8,6,6,0,0,0,0
HZ_13,Grower_111,Grower_40,2020,Tolerant,0.39,SE,SE,0,174281-589097,0,0,5,1,2,0,2,0,0
HZ_47,Grower_168,Grower_42,2022,Verysusceptible,3.0,SE,A,0,189488-525716,0,0,1,0,1,0,1,3,0
HZ_65,Grower_93,Grower_49,2019,Tolerant,1.17,E,E,0,182703-595319,0,0,4,2,2,0,0,0,0
HZ_65,Grower_351,Grower_104,2019,Tolerant,0.37,SE,-,0,131732-539868,0,0,1,0,0,0,0,0,0
HZ_31,Grower_203,Grower_113,2020,Tolerant,5.28,SE,SE,0,230773-446059,0,0,0,0,0,0,0,0,0
HZ_13,Grower_10,Grower_22,2021,Tolerant,2.65,SE,SE,0,262062-584654,0,0,4,1,1,0,0,1,0
HZ_19,Grower_288,Grower_24,2019,Verysusceptible,0.77,SE,SE,0,254418-599198,0,0,8,8,5,0,0,0,0
HZ_38,Grower_161,Grower_40,2020,Tolerant,0.51,SE,SE,0,170599-504553,0,0,3,1,1,0,0,0,0
HZ_11,Grower_138,Grower_102,2021,Tolerant,0.85,SE,SE,0,167810-580688,0,0,2,0,1,0,0,0,0
HZ_20,Grower_332,Grower_116,2022,Tolerant,0.45,PB4,PB4,0,179205-591434,0,0,4,1,0,2,0,1,0
HZ_12,Grower_240,Grower_210,2019,Susceptible,1.75,SE,SE,0,028814-376567,0,0,0,0,0,0,0,0,0
HZ_48,Grower_51,Grower_58,2020,Verysusceptible,2.25,SE,A,0,214045-586144,0,0,6,2,2,0,0,0,0
HZ_5,Grower_216,Grower_90,2019,Susceptible,0.95,SE,SE,0,118646-536352,0,0,0,0,0,0,0,0,0
HZ_4,Grower_158,Grower_2,2020,Verysusceptible,2.17,E,E,0,179481-498776,0,0,6,4,3,0,2,0,0
HZ_53,Grower_168,Grower_228,2019,Tolerant,2.4,PB3,A,0,189433-525701,0,0,0,0,0,0,0,0,0
HZ_5,Grower_244,Grower_56,2023,Susceptible,3.3,SE,SE,0,047836-362374,0,0,0,0,0,0,0,0,0
HZ_46,Grower_259,Grower_75,2022,Susceptible,1.2,E,B,0,048498-362516,0,0,8,5,0,1,8,8,0
HZ_3,Grower_21,Grower_112,2020,Tolerant,3.7,E,E,0,239994-606677,0,0,0,0,0,0,0,0,0
HZ_20,Grower_149,Grower_82,2021,Tolerant,1.02,SE,SE,0,177473-526535,0,0,1,0,0,1,0,0,0
HZ_43,Grower_99,Grower_18,2019,Tolerant,2.75,SE,E,0,199606-596134,0,0,1,1,0,0,0,0,0
HZ_20,Grower_209,Grower_90,2023,Tolerant,2.7,E,E,0,135780-540390,0,0,4,0,4,0,0,0,0
HZ_3,Grower_423,Grower_18,2019,Tolerant,0.86,SE,A,0,169749-507908,0,0,1,1,0,0,0,0,0
HZ_43,Grower_83,Grower_65,2020,Tolerant,2.0,SE,SE,0,192330-596876,0,0,6,4,3,0,2,0,0
HZ_47,Grower_282,Grower_44,2021,Verysusceptible,1.43,SE,A,0,230567-436349,0,0,5,2,2,0,0,5,0
HZ_46,Grower_182,Grower_42,2021,Susceptible,0.9,SE,AF,0,184934-530867,0,0,8,7,4,2,0,2,1
HZ_53,Grower_143,Grower_36,2022,Tolerant,2.9,SE,SE,0,178091-528292,0,0,5,5,0,0,4,5,0
HZ_20,Grower_230,Grower_51,2022,Tolerant,1.4,SE,SE,0,123347-534881,0,0,8,3,3,1,1,2,0
HZ_54,Grower_345,Grower_94,2022,Verysusceptible,0.4,SE,SE,0,185861-527373,0,0,6,6,3,0,0,4,1
HZ_46,Grower_152,Grower_86,2020,Susceptible,0.24,E,E,0,173225-535654,0,0,0,0,0,0,0,0,0
HZ_3,Grower_322,Grower_53,2022,Tolerant,0.86,SE,SE,0,202920-600289,0,0,6,2,0,0,0,7,0
HZ_20,Grower_288,Grower_36,2019,Tolerant,1.16,SE,E,0,254276-598622,0,0,5,2,2,0,1,0,0
HZ_13,Grower_239,Grower_64,2019,Tolerant,1.55,SE,SE,0,018093-373316,0,0,3,0,1,0,0,0,0
HZ_37,Grower_389,Grower_44,2019,Tolerant,1.1,SE,SE,0,175418-533701,0,0,8,7,4,0,0,0,0
HZ_17,Grower_91,Grower_12,2021,Susceptible,0.96,SE,A,0,195357-599337,0,0,6,3,4,0,0,2,0
